cultivo_id,tipo_suelo_id,temperatura,humedad,ph,nitrogeno,fosforo,potasio,materia_organica,conductividad_electrica,fertilizante_codigo,cantidad_kg
12.0,7.0,18.51,20.0,6.03,45.23,41.18,301.68,6.368,2.551,DAP-18-46,213.6
1.0,7.0,24.64,62.95,6.96,82.71,13.61,260.97,1.388,0.17,DAP-18-46,166.0
2.0,6.0,18.87,76.1,6.4,18.89,22.67,121.4,7.984,0.221,UREA-46,210.1
9.0,5.0,7.17,89.73,5.83,19.18,2.65,195.08,5.659,1.111,DAP-18-46,205.0
8.0,2.0,21.99,66.64,6.04,69.03,6.97,128.76,0.742,1.319,NPK-15-15-15,206.6
11.0,8.0,22.18,82.8,7.09,21.69,58.64,243.24,2.56,0.424,UREA-46,163.5
9.0,7.0,17.6,73.11,5.81,11.44,29.88,161.29,2.88,0.437,UREA-46,186.6
6.0,2.0,20.58,72.8,4.25,26.37,42.73,129.07,0.721,0.943,HUMUS-ORG,3446.4
6.0,3.0,14.67,41.58,6.64,31.73,21.6,165.06,0.816,4.071,KNO3-13-46,118.4
9.0,2.0,17.84,55.75,5.17,51.17,98.81,219.93,0.677,0.811,HUMUS-ORG,2349.1
3.0,7.0,19.08,73.77,6.01,38.85,19.11,214.21,2.866,0.701,DAP-18-46,138.3
1.0,3.0,11.58,32.83,7.24,19.34,16.44,152.03,4.891,0.1,UREA-46,162.9
12.0,8.0,18.92,83.33,6.21,54.71,85.38,159.53,7.307,3.723,UREA-46,195.3
9.0,8.0,26.79,54.89,7.99,34.13,36.98,201.92,4.973,1.166,UREA-46,226.7
12.0,4.0,18.02,93.42,4.79,39.64,12.59,196.24,5.893,1.229,DAP-18-46,224.3
11.0,1.0,11.61,86.48,5.55,84.53,44.71,166.14,1.704,1.449,UREA-46,168.2
10.0,3.0,5.0,40.4,5.33,9.6,59.22,30.0,6.721,2.246,UREA-46,119.6
8.0,8.0,26.34,60.14,7.05,32.21,44.13,162.0,1.17,2.659,UREA-46,242.2
7.0,7.0,12.57,47.57,6.06,87.94,34.54,115.03,3.491,0.679,DAP-18-46,184.9
6.0,2.0,18.35,52.12,7.61,17.72,19.51,155.29,1.127,0.573,MAP-12-61,105.9
8.0,5.0,18.85,55.93,5.29,21.27,33.27,221.56,3.751,0.994,UREA-46,204.1
4.0,3.0,14.09,53.59,6.67,40.4,34.96,41.05,0.835,0.282,KCL-60,265.5
3.0,7.0,14.26,78.41,5.06,9.74,10.53,207.24,4.408,0.228,UREA-46,181.8
2.0,2.0,18.77,58.27,5.45,11.77,119.36,142.73,2.256,0.187,UREA-46,125.4
3.0,1.0,31.59,67.09,4.68,38.25,39.05,180.87,0.56,0.842,HUMUS-ORG,2836.8
11.0,7.0,19.3,49.81,4.7,36.27,23.6,91.36,4.296,2.351,DAP-18-46,190.4
4.0,4.0,17.17,59.86,6.82,25.37,28.3,241.26,3.128,0.358,SA-21,174.4
2.0,3.0,20.2,42.78,5.3,9.94,30.67,211.08,2.148,2.254,UREA-46,200.9
4.0,8.0,31.76,62.71,5.82,81.88,29.56,30.0,5.079,0.205,KCL-60,260.0
10.0,4.0,18.8,62.62,4.77,87.06,24.21,220.57,4.03,0.128,NPK-15-15-15,381.1
5.0,8.0,17.02,46.07,6.28,102.13,50.14,30.0,1.458,3.37,KCL-60,229.0
11.0,6.0,12.5,89.4,7.25,137.13,23.27,182.4,2.49,0.717,DAP-18-46,191.1
12.0,3.0,16.02,61.19,5.64,16.35,118.48,30.0,5.671,8.129,KNO3-13-46,108.3
1.0,7.0,10.76,45.64,7.71,51.12,15.48,104.97,0.843,1.296,MAP-12-61,149.3
4.0,1.0,16.06,88.94,6.81,73.84,18.52,176.9,1.162,0.384,UREA-46,182.7
10.0,8.0,12.11,45.95,7.03,48.44,49.59,215.3,0.673,0.1,UREA-46,144.3
11.0,6.0,7.46,68.22,7.62,44.29,9.29,212.89,0.865,3.361,MAP-12-61,87.5
7.0,5.0,13.8,85.92,6.24,66.21,71.34,194.92,3.318,0.551,UREA-46,155.5
9.0,7.0,14.07,83.76,4.56,82.38,20.71,122.23,0.781,0.182,HUMUS-ORG,4823.1
8.0,1.0,7.24,40.6,5.56,61.56,7.79,190.49,0.911,0.973,DAP-18-46,190.3
2.0,6.0,15.59,78.15,6.63,6.92,26.21,235.15,0.607,0.678,UREA-46,114.8
8.0,5.0,12.87,46.5,7.99,47.61,12.2,193.4,1.661,1.429,MAP-12-61,132.4
10.0,8.0,25.21,70.71,6.16,45.62,46.98,251.89,7.57,0.199,UREA-46,231.3
7.0,2.0,21.36,50.36,6.11,36.59,27.29,217.81,2.141,2.489,NPK-15-15-15,387.6
11.0,7.0,14.46,80.2,6.04,45.96,17.38,132.83,6.317,0.725,DAP-18-46,132.4
1.0,4.0,19.96,86.75,7.23,39.56,52.43,225.89,2.782,0.802,NPK-15-15-15,389.5
7.0,4.0,16.6,64.27,5.83,78.41,46.49,253.21,5.039,1.175,KNO3-13-46,87.4
7.0,5.0,12.85,79.64,4.7,94.29,80.1,226.0,1.04,0.965,HUMUS-ORG,2022.0
3.0,5.0,24.33,95.0,5.74,108.21,34.66,288.12,1.503,1.335,DAP-18-46,168.1
1.0,1.0,21.87,78.41,5.37,14.93,37.25,83.61,0.965,0.1,UREA-46,149.7
9.0,8.0,23.72,95.0,6.68,15.16,18.07,220.59,2.715,0.179,UREA-46,149.8
12.0,7.0,30.06,47.17,7.09,27.84,40.98,165.7,3.865,1.421,UREA-46,102.5
3.0,2.0,14.37,79.86,5.51,46.5,7.68,242.74,2.039,1.689,SA-21,273.7
12.0,6.0,18.99,55.1,4.64,24.88,14.08,99.74,3.781,1.81,DAP-18-46,188.4
11.0,2.0,10.92,69.74,8.5,36.99,14.51,130.07,2.575,0.454,MAP-12-61,149.5
9.0,7.0,18.37,39.67,6.05,19.95,66.24,150.45,1.005,0.576,HUMUS-ORG,3246.5
11.0,1.0,16.11,61.43,5.59,13.95,23.66,290.26,0.835,0.439,UREA-46,196.3
9.0,5.0,11.66,64.72,4.66,53.53,41.7,247.1,1.238,0.595,HUMUS-ORG,2493.9
12.0,8.0,13.11,45.81,8.11,38.9,29.1,76.52,1.102,0.5,KCL-60,180.1
9.0,7.0,24.41,75.87,8.27,46.11,30.49,260.57,5.796,0.1,HUMUS-ORG,2693.2
9.0,6.0,13.06,52.06,8.04,20.93,38.14,266.56,1.822,0.353,UREA-46,246.5
7.0,5.0,16.93,72.12,6.82,60.73,86.31,157.27,3.285,1.96,UREA-46,186.3
10.0,7.0,6.13,65.84,7.91,59.95,6.98,129.38,1.054,2.294,MAP-12-61,170.9
4.0,7.0,20.53,69.8,5.89,137.06,15.33,165.39,2.165,0.173,DAP-18-46,137.3
12.0,8.0,19.55,68.83,6.9,85.71,42.5,113.95,7.752,1.721,DAP-18-46,149.7
1.0,6.0,18.96,95.0,5.88,71.22,57.99,79.37,3.984,2.507,KCL-60,289.1
6.0,3.0,13.44,68.2,7.34,58.12,13.99,176.62,1.041,2.577,KNO3-13-46,117.7
1.0,2.0,26.77,31.81,5.99,63.34,102.11,30.0,3.557,3.83,KCL-60,128.4
12.0,8.0,19.88,46.79,5.23,6.93,14.61,221.74,3.47,1.49,UREA-46,229.5
2.0,8.0,18.36,71.26,6.37,9.16,8.05,176.72,0.825,0.806,DAP-18-46,109.5
11.0,6.0,5.0,39.85,6.28,40.7,19.52,250.26,0.869,0.486,DAP-18-46,106.9
4.0,5.0,25.32,79.33,6.97,19.68,8.38,30.0,2.129,2.972,NPK-15-15-15,176.4
11.0,4.0,7.12,66.94,6.7,66.31,54.45,241.4,3.557,0.552,KNO3-13-46,74.2
11.0,3.0,23.2,83.03,6.89,105.86,10.15,114.82,1.302,1.47,DAP-18-46,112.2
6.0,5.0,23.22,85.07,6.38,70.18,32.95,140.03,0.596,2.476,DAP-18-46,148.1
7.0,8.0,23.46,52.22,5.98,94.07,16.18,188.8,1.486,4.62,DAP-18-46,118.3
6.0,8.0,18.69,44.9,5.94,6.09,8.64,30.0,9.985,2.474,NPK-15-15-15,334.4
10.0,2.0,15.26,82.37,7.21,78.4,63.91,259.26,1.487,0.1,KNO3-13-46,126.1
1.0,4.0,17.45,41.77,5.63,35.3,20.52,160.72,5.026,1.047,NPK-15-15-15,153.6
11.0,7.0,18.32,69.37,7.15,131.95,46.52,78.9,3.518,0.324,KCL-60,189.4
12.0,6.0,11.94,95.0,5.49,32.23,42.53,135.7,8.031,0.353,UREA-46,139.1
11.0,2.0,23.41,84.08,6.23,90.09,21.44,366.7,2.126,2.191,KCL-60,225.7
2.0,1.0,19.67,80.51,5.08,44.85,16.89,93.25,4.71,0.722,UREA-46,119.8
10.0,3.0,13.31,46.55,7.26,66.01,14.79,222.69,2.083,2.421,DAP-18-46,127.0
4.0,2.0,16.03,79.42,5.2,18.03,26.72,69.32,0.71,0.239,HUMUS-ORG,2893.9
1.0,8.0,11.63,64.18,6.63,15.99,91.4,115.43,2.478,3.237,UREA-46,183.1
1.0,2.0,12.43,84.25,5.04,100.52,8.05,165.96,2.687,1.298,NPK-12-24-12,110.9
11.0,7.0,20.45,59.41,6.18,52.66,15.91,213.45,1.028,3.737,DAP-18-46,183.0
12.0,1.0,7.22,53.1,6.98,84.86,112.68,285.03,1.536,1.18,KNO3-13-46,54.1
6.0,6.0,15.78,64.25,6.06,41.94,19.43,368.13,3.21,0.371,DAP-18-46,116.9
7.0,1.0,17.3,94.97,5.4,88.35,20.57,247.83,1.98,0.198,DAP-18-46,130.9
4.0,8.0,22.52,43.63,6.36,22.72,42.12,232.67,4.171,5.558,UREA-46,186.0
2.0,4.0,14.57,68.54,7.11,43.64,21.0,173.02,1.539,3.056,NPK-15-15-15,172.0
7.0,3.0,11.06,81.63,6.68,75.92,6.87,121.82,2.325,2.068,DAP-18-46,225.5
6.0,8.0,18.8,69.33,5.22,53.17,10.57,108.32,4.81,0.16,DAP-18-46,218.8
3.0,1.0,30.09,88.23,5.84,42.9,93.58,195.33,4.091,1.344,NPK-15-15-15,198.0
3.0,3.0,26.18,94.53,8.5,20.67,24.97,136.14,1.014,0.133,NPK-15-15-15,259.1
6.0,2.0,20.66,34.36,6.7,111.4,26.0,111.29,0.594,0.966,NPK-10-26-26,150.4
7.0,6.0,18.18,60.14,6.1,22.09,101.98,210.17,1.175,0.991,UREA-46,164.4
8.0,4.0,13.71,54.02,7.62,12.7,30.03,162.99,1.261,0.822,UREA-46,106.0
3.0,3.0,28.11,95.0,5.09,8.9,17.08,153.87,8.974,5.264,UREA-46,229.8
8.0,1.0,23.17,39.51,5.16,52.52,14.83,162.28,0.645,0.997,HUMUS-ORG,4738.4
5.0,2.0,8.3,70.39,7.04,40.69,22.76,211.46,2.811,0.125,NPK-15-15-15,320.8
10.0,2.0,11.88,68.71,7.52,33.11,60.22,202.34,2.942,0.211,UREA-46,146.5
10.0,8.0,19.14,70.35,5.13,23.41,35.7,168.41,2.897,0.1,UREA-46,148.9
1.0,3.0,15.62,73.44,6.08,182.15,48.84,259.55,0.522,0.722,KNO3-13-46,80.2
1.0,4.0,5.0,67.55,7.41,22.64,98.57,73.9,2.174,2.515,NPK-15-15-15,174.8
6.0,4.0,10.5,75.15,6.8,200.0,3.53,94.8,1.773,0.416,NPK-10-26-26,130.5
6.0,4.0,11.96,34.23,6.79,44.31,53.4,313.22,3.15,0.48,NPK-10-26-26,189.0
9.0,7.0,27.78,58.29,5.98,7.91,14.13,169.02,2.689,3.236,UREA-46,122.8
1.0,6.0,12.72,95.0,5.54,46.38,8.4,281.75,0.598,0.689,DAP-18-46,246.9
3.0,3.0,23.35,65.08,6.76,82.13,50.39,30.0,1.72,5.104,KCL-60,239.4
6.0,2.0,17.64,85.3,6.28,27.86,59.12,141.81,2.539,0.1,NPK-10-26-26,245.8
5.0,5.0,16.39,31.95,5.81,22.53,11.41,123.04,2.095,0.387,DAP-18-46,124.9
4.0,3.0,16.95,73.85,6.19,19.43,65.88,152.57,10.793,0.1,UREA-46,114.5
12.0,1.0,12.92,54.47,5.77,37.02,27.03,174.95,4.325,0.1,DAP-18-46,214.3
1.0,6.0,25.7,21.32,4.05,94.89,64.38,54.75,7.04,4.908,KCL-60,201.8
4.0,6.0,19.46,45.38,5.31,25.92,150.0,129.89,0.715,0.252,HUMUS-ORG,3318.7
6.0,5.0,12.86,44.73,5.97,143.23,79.77,31.25,6.509,0.1,KCL-60,262.1
3.0,8.0,18.27,75.05,7.87,60.44,140.63,35.69,2.405,0.78,KCL-60,133.8
6.0,1.0,17.97,86.21,4.96,43.99,35.51,180.68,2.863,0.695,DAP-18-46,215.8
3.0,7.0,8.62,43.77,7.49,34.74,38.97,251.37,4.652,0.408,UREA-46,133.7
1.0,2.0,18.99,95.0,6.64,43.58,55.4,92.67,5.562,1.312,NPK-12-24-12,243.6
7.0,4.0,17.45,49.02,7.1,19.75,92.36,156.66,9.0,0.879,UREA-46,148.1
11.0,6.0,11.27,81.73,6.08,24.83,8.42,171.9,1.034,0.555,DAP-18-46,246.2
2.0,2.0,30.56,37.79,7.24,52.26,5.95,194.86,2.767,2.018,UREA-46,131.6
12.0,7.0,9.1,61.25,7.29,33.84,5.4,116.6,1.101,0.794,DAP-18-46,205.6
11.0,5.0,10.16,36.24,5.63,16.48,14.66,40.34,4.26,2.931,NPK-15-15-15,361.2
11.0,6.0,11.24,85.3,6.34,8.71,21.82,93.87,4.134,0.544,UREA-46,221.7
3.0,4.0,28.2,57.77,6.81,41.86,68.08,128.35,2.6,0.482,UREA-46,171.2
5.0,2.0,23.65,68.45,7.95,44.38,6.17,53.43,1.429,0.301,KCL-60,200.8
9.0,2.0,16.51,34.89,6.56,18.07,44.16,234.42,0.802,1.549,NPK-12-24-12,266.9
5.0,1.0,14.42,95.0,5.73,50.91,1.9,136.32,2.471,0.215,UREA-46,203.7
2.0,7.0,5.0,95.0,6.47,87.12,47.03,195.83,0.798,0.1,DAP-18-46,138.6
10.0,7.0,13.88,39.21,6.33,84.99,36.95,137.38,1.304,1.529,HUMUS-ORG,3022.9
4.0,6.0,12.6,47.64,7.17,87.12,98.13,265.75,3.106,0.206,KNO3-13-46,115.0
7.0,1.0,17.25,80.24,6.1,78.11,33.22,175.11,1.892,0.95,DAP-18-46,239.3
10.0,2.0,19.57,29.91,5.88,16.47,37.45,255.67,1.28,0.569,UREA-46,118.8
11.0,8.0,18.61,56.31,4.6,2.05,31.12,235.67,1.867,2.738,UREA-46,231.6
8.0,1.0,9.86,69.02,6.7,15.4,45.59,119.09,2.477,0.144,UREA-46,213.5
6.0,8.0,16.55,70.16,6.72,29.57,5.37,185.15,1.067,9.582,DAP-18-46,181.2
9.0,7.0,8.21,57.74,6.65,60.41,57.54,258.45,3.459,0.548,KNO3-13-46,125.9
11.0,1.0,18.15,50.26,5.04,40.97,17.93,224.3,3.293,1.031,UREA-46,242.5
4.0,1.0,17.71,58.91,6.77,66.42,9.65,190.68,2.152,0.1,UREA-46,238.2
8.0,4.0,13.96,53.47,5.46,104.4,29.4,143.21,2.2,3.639,DAP-18-46,239.2
10.0,3.0,11.82,46.21,6.98,11.85,68.2,156.46,0.773,1.603,UREA-46,236.0
7.0,8.0,17.7,73.8,6.34,26.26,8.5,157.88,0.888,0.166,DAP-18-46,163.4
1.0,5.0,11.14,74.75,7.41,34.52,36.36,297.37,1.273,0.1,DAP-18-46,168.3
12.0,7.0,16.63,45.42,5.25,7.65,17.54,237.74,0.853,3.271,UREA-46,141.3
9.0,3.0,19.71,70.77,5.65,5.14,4.38,192.95,1.991,4.233,DAP-18-46,242.9
10.0,1.0,15.13,95.0,5.86,13.21,5.43,92.79,4.418,1.712,NPK-15-15-15,224.9
2.0,1.0,16.99,68.41,6.29,104.68,9.42,120.02,3.34,0.405,UREA-46,112.6
2.0,4.0,14.96,61.76,6.34,28.23,41.08,115.07,0.743,0.765,NPK-15-15-15,254.7
4.0,1.0,21.21,69.96,7.34,76.15,11.48,30.0,0.663,1.417,KCL-60,296.7
9.0,2.0,14.32,68.53,6.69,200.0,20.25,283.3,4.479,1.357,NPK-12-24-12,277.3
1.0,4.0,27.81,88.61,5.22,12.66,4.38,219.14,1.094,1.998,DAP-18-46,148.0
8.0,2.0,26.65,55.78,6.25,32.76,23.2,171.53,3.665,0.877,NPK-15-15-15,333.1
7.0,7.0,9.86,72.46,6.78,74.28,20.23,148.38,3.266,0.892,DAP-18-46,173.2
2.0,5.0,9.21,88.67,6.19,37.5,31.1,148.74,2.706,1.017,SA-21,188.5
7.0,6.0,19.69,61.89,6.53,39.79,26.74,189.96,1.678,0.157,DAP-18-46,193.4
9.0,2.0,13.85,77.38,5.91,108.67,37.66,30.0,0.72,6.258,KCL-60,233.3
1.0,3.0,20.88,46.01,6.94,65.18,35.56,200.11,0.705,0.603,UREA-46,137.2
8.0,3.0,18.91,65.18,6.6,52.29,3.66,158.38,3.53,0.534,KCL-60,153.8
2.0,6.0,16.36,84.15,6.48,97.29,29.2,185.92,2.336,0.1,DAP-18-46,112.1
1.0,7.0,11.52,88.18,6.74,17.05,18.59,266.73,8.876,0.479,UREA-46,159.9
3.0,4.0,19.4,95.0,6.98,5.35,1.23,264.36,8.161,3.503,DAP-18-46,207.1
6.0,4.0,18.21,95.0,6.12,24.41,31.53,170.52,2.874,0.257,NPK-10-26-26,244.4
12.0,6.0,19.16,53.28,6.89,74.99,92.22,190.29,4.001,0.213,UREA-46,182.0
12.0,8.0,17.01,50.12,6.73,13.67,37.58,115.04,1.6,2.333,UREA-46,135.1
5.0,6.0,24.65,51.37,5.78,37.81,4.9,37.34,0.811,0.906,KCL-60,270.6
1.0,1.0,21.87,65.35,4.11,89.32,18.69,30.0,5.19,2.675,KCL-60,180.7
1.0,8.0,34.53,59.5,6.86,33.41,14.37,148.01,7.954,0.546,DAP-18-46,125.3
1.0,8.0,22.41,71.64,5.78,23.02,29.28,105.63,1.01,1.032,UREA-46,141.4
9.0,2.0,19.35,54.58,6.14,15.46,33.87,370.32,4.764,1.725,NPK-12-24-12,136.7
10.0,7.0,21.77,59.97,6.06,36.25,6.95,199.3,6.919,1.181,HUMUS-ORG,2809.2
10.0,1.0,23.21,43.65,6.73,41.61,12.51,119.3,1.679,2.118,DAP-18-46,180.9
10.0,4.0,22.11,62.45,7.25,37.78,14.54,218.35,2.295,1.002,NPK-15-15-15,306.3
3.0,3.0,25.09,95.0,6.98,20.59,48.78,113.91,1.216,0.699,NPK-15-15-15,213.7
8.0,1.0,19.87,40.12,5.0,39.71,10.04,147.8,5.919,0.1,DAP-18-46,232.4
12.0,5.0,25.31,48.46,5.78,34.93,15.19,160.47,1.242,0.146,DAP-18-46,115.1
6.0,2.0,12.27,71.65,6.31,12.53,55.97,192.55,4.145,3.919,UREA-46,172.6
2.0,4.0,17.97,53.17,5.97,22.44,40.76,210.23,1.641,0.701,NPK-15-15-15,187.9
2.0,7.0,12.59,75.86,5.47,48.2,12.23,31.12,6.557,1.211,KCL-60,134.9
10.0,2.0,20.53,83.03,7.0,101.59,68.37,108.08,3.873,2.122,DAP-18-46,191.0
10.0,1.0,15.31,69.29,5.04,25.75,8.75,30.0,2.916,1.634,DAP-18-46,225.4
1.0,8.0,18.02,87.14,7.08,20.23,71.16,121.75,2.734,1.586,UREA-46,138.3
12.0,1.0,15.69,72.82,6.42,73.72,37.24,68.86,5.557,0.849,KCL-60,293.3
2.0,1.0,16.09,46.46,6.09,92.57,56.3,161.14,3.723,0.56,UREA-46,217.4
8.0,7.0,27.17,63.54,5.29,18.45,20.58,189.27,1.623,1.114,UREA-46,200.6
9.0,1.0,18.87,70.06,7.87,16.04,38.11,230.13,1.613,0.127,UREA-46,129.0
1.0,1.0,12.74,21.72,6.48,47.34,9.84,221.72,1.027,0.926,NPK-15-15-15,221.6
8.0,3.0,26.07,88.28,5.92,19.17,13.16,202.79,3.592,0.1,KCL-60,203.6
11.0,7.0,16.27,91.84,6.73,110.51,15.75,148.13,6.412,1.17,DAP-18-46,194.4
2.0,4.0,21.13,86.36,5.56,109.08,30.18,80.84,3.329,1.119,NPK-15-15-15,329.5
5.0,8.0,21.2,48.53,6.91,64.27,21.95,276.63,3.116,1.949,DAP-18-46,195.1
1.0,2.0,29.75,32.27,6.03,116.22,23.74,198.56,2.687,4.837,NPK-12-24-12,232.1
8.0,8.0,17.62,58.64,7.14,15.13,9.97,163.02,1.431,3.256,DAP-18-46,216.2
7.0,2.0,14.08,80.17,7.04,5.54,41.65,138.67,2.198,0.299,UREA-46,210.2
10.0,8.0,13.15,64.68,7.59,34.53,83.36,235.12,3.626,0.436,UREA-46,198.5
7.0,5.0,20.95,65.74,5.54,41.96,52.87,157.84,1.031,1.433,UREA-46,160.9
6.0,4.0,10.34,50.06,6.48,23.13,46.88,126.25,0.683,4.078,NPK-10-26-26,215.0
7.0,8.0,20.9,84.1,6.23,19.01,24.52,100.38,2.147,1.462,UREA-46,101.5
6.0,8.0,21.87,64.78,5.09,50.68,25.94,47.46,1.114,5.073,KCL-60,126.1
8.0,7.0,14.1,75.99,6.15,6.25,8.98,233.35,6.667,2.892,DAP-18-46,202.5
7.0,8.0,21.12,72.67,6.24,27.77,50.33,135.35,1.095,2.359,UREA-46,128.0
5.0,1.0,23.56,81.27,6.0,84.88,10.6,119.96,1.123,3.891,UREA-46,230.2
11.0,5.0,18.81,60.03,6.49,43.16,16.47,181.29,3.48,1.672,DAP-18-46,136.1
10.0,4.0,13.11,85.11,4.51,21.23,6.98,39.97,0.504,0.499,DAP-18-46,232.2
1.0,6.0,9.09,94.85,5.29,81.19,4.25,280.84,3.941,1.197,DAP-18-46,167.9
8.0,4.0,19.26,66.09,6.8,37.0,23.47,186.74,1.538,1.904,DAP-18-46,143.0
11.0,1.0,6.92,57.28,7.13,63.61,11.95,139.19,6.838,1.307,UREA-46,180.0
9.0,7.0,24.96,55.89,5.28,15.84,23.72,211.95,5.592,2.166,HUMUS-ORG,2743.4
6.0,1.0,19.75,55.87,5.74,31.87,36.64,105.7,2.159,1.167,UREA-46,222.8
4.0,2.0,21.6,82.24,7.83,33.77,9.65,345.46,3.05,0.619,MAP-12-61,170.7
7.0,5.0,17.39,49.84,6.88,40.57,59.49,55.3,6.222,3.399,KCL-60,237.1
2.0,2.0,12.21,55.31,5.78,14.16,13.43,120.9,2.623,0.875,UREA-46,152.0
4.0,5.0,19.63,72.51,7.27,12.5,11.77,136.17,1.207,0.1,UREA-46,119.8
8.0,5.0,20.17,36.0,8.1,22.5,58.29,92.55,0.541,0.699,UREA-46,152.8
11.0,3.0,22.06,45.57,6.45,70.81,35.47,138.06,1.373,1.27,DAP-18-46,211.8
4.0,3.0,15.69,31.38,8.01,106.25,9.89,101.56,4.84,2.918,MAP-12-61,121.5
3.0,8.0,9.0,58.76,7.08,9.41,54.67,65.11,0.735,0.617,UREA-46,113.5
1.0,2.0,16.92,89.69,5.31,40.87,77.48,102.78,5.448,0.973,NPK-12-24-12,298.9
5.0,1.0,8.34,52.45,4.57,16.3,8.71,165.33,2.623,10.71,DAP-18-46,143.0
1.0,1.0,16.22,59.58,7.02,101.13,98.61,155.56,1.495,0.18,NPK-15-15-15,367.5
6.0,4.0,7.79,54.9,5.9,199.8,5.58,30.0,2.249,0.57,KCL-60,245.8
10.0,7.0,19.01,85.92,5.71,34.81,9.11,158.01,8.65,0.563,HUMUS-ORG,2294.1
1.0,2.0,16.86,38.05,7.43,62.28,15.17,89.95,4.218,0.1,NPK-12-24-12,102.6
4.0,8.0,11.42,63.78,6.59,40.03,25.19,135.43,1.049,0.36,DAP-18-46,201.4
5.0,8.0,23.05,65.42,7.42,9.38,87.08,30.0,2.785,0.112,UREA-46,134.0
7.0,1.0,23.23,94.05,6.22,58.28,121.68,293.17,1.141,3.093,UREA-46,222.2
10.0,1.0,21.87,48.86,5.17,11.15,17.52,139.7,1.525,0.598,UREA-46,142.7
2.0,6.0,21.52,52.86,6.99,15.37,16.75,175.74,7.211,0.348,UREA-46,153.7
3.0,2.0,18.86,95.0,7.33,65.97,21.92,292.71,2.142,1.712,SA-21,321.8
8.0,7.0,22.61,78.69,5.0,70.37,13.13,301.86,4.017,1.674,DAP-18-46,179.7
6.0,7.0,19.79,69.59,6.47,92.72,21.43,303.76,1.327,1.92,DAP-18-46,229.3
10.0,5.0,10.59,65.76,6.13,8.8,30.18,129.87,1.412,1.348,UREA-46,180.7
4.0,7.0,27.09,71.87,5.86,93.15,5.0,310.94,1.98,0.1,DAP-18-46,222.9
11.0,5.0,12.72,38.73,4.39,149.41,71.95,262.48,3.438,3.497,KNO3-13-46,135.0
7.0,7.0,20.59,42.04,6.08,38.38,21.43,222.66,4.188,0.1,DAP-18-46,129.1
4.0,1.0,15.1,80.15,5.25,4.19,5.11,168.66,7.095,1.3,DAP-18-46,200.1
3.0,2.0,25.17,37.66,6.65,30.4,14.58,127.08,1.221,2.459,SA-21,205.9
2.0,7.0,24.71,65.23,6.04,27.08,43.37,196.84,8.522,2.36,UREA-46,190.6
11.0,4.0,17.83,67.14,6.6,18.78,23.03,350.85,5.022,0.462,UREA-46,167.3
5.0,7.0,24.76,76.68,7.68,10.62,76.8,120.85,0.551,0.344,UREA-46,173.1
8.0,5.0,22.62,65.88,4.54,2.0,46.76,159.83,6.543,4.305,UREA-46,178.0
12.0,8.0,15.32,71.07,5.81,38.0,7.77,90.18,1.916,1.464,DAP-18-46,111.2
10.0,5.0,19.78,42.06,6.96,73.8,14.08,300.46,2.155,1.567,DAP-18-46,102.8
8.0,3.0,8.88,82.07,6.4,17.95,19.51,205.58,0.612,0.405,KCL-60,277.9
8.0,4.0,9.34,77.36,6.64,29.88,36.35,241.49,1.031,1.092,UREA-46,236.2
4.0,7.0,19.1,57.54,6.97,15.98,23.4,257.61,2.144,0.11,UREA-46,141.7
2.0,3.0,19.92,68.52,7.37,80.74,7.14,274.3,2.095,1.272,NIT-27,85.6
9.0,3.0,23.06,69.89,5.46,24.68,29.26,104.22,4.794,1.317,UREA-46,176.3
6.0,4.0,24.01,48.86,4.0,47.67,30.6,136.66,1.307,3.53,HUMUS-ORG,4453.6
3.0,3.0,14.84,85.29,5.67,40.58,14.35,30.0,2.125,0.956,KCL-60,135.2
9.0,1.0,20.0,61.45,6.47,64.43,45.51,222.64,1.136,0.94,KNO3-13-46,76.5
3.0,8.0,23.36,70.83,6.12,23.71,42.61,170.88,6.321,3.085,UREA-46,110.7
6.0,6.0,16.37,68.47,6.22,153.73,20.93,183.47,1.237,2.933,DAP-18-46,182.0
1.0,6.0,22.57,30.05,6.75,26.66,6.25,220.54,4.003,5.168,DAP-18-46,216.9
7.0,4.0,7.18,69.81,6.32,87.72,10.53,205.58,6.643,0.462,DAP-18-46,235.6
10.0,3.0,14.24,66.32,4.74,16.6,31.75,30.0,1.596,0.58,UREA-46,244.6
2.0,8.0,17.66,58.11,5.86,17.55,44.39,336.0,0.638,0.227,UREA-46,193.4
9.0,6.0,18.46,76.21,6.46,41.21,9.94,322.56,6.153,1.588,DAP-18-46,152.4
2.0,2.0,21.09,86.41,5.4,47.09,9.48,100.84,2.135,0.772,UREA-46,122.7
10.0,7.0,13.46,80.61,6.27,16.84,13.58,219.91,2.839,0.773,HUMUS-ORG,2623.5
3.0,3.0,22.88,87.0,5.9,43.25,25.26,87.34,4.925,0.646,NPK-15-15-15,256.2
11.0,6.0,19.76,48.39,7.19,46.01,28.06,222.43,3.653,1.836,DAP-18-46,135.1
12.0,1.0,11.16,93.89,6.76,12.59,50.47,182.89,3.461,1.098,UREA-46,144.7
10.0,5.0,5.0,77.31,5.47,33.43,9.9,201.49,3.407,0.59,DAP-18-46,114.2
11.0,1.0,25.81,49.0,7.44,74.01,43.51,265.54,2.959,0.245,KNO3-13-46,96.9
